nsnp,ppos1,ppos2,gpos1,gpos2,chrom,founder1,founder2
2940,5732619,6394451,3.22636862011011,4.26553931421504,X,FA.g2,FB.g2
161,11477843,11649115,10.5738108303018,11.1078832339192,X,FA.g2,FB.g2
132,1645415,2114554,0.372494952547654,0.900411634089162,X,FM.g1,FB.g2
2940,5732619,6394451,3.22636862011011,4.26553931421504,X,FM.g1,FB.g2
161,11477843,11649115,10.5738108303018,11.1078832339192,X,FM.g1,FB.g2
6029,22369940,22660268,22.8852703071546,23.5584556870326,X,FM.g1,FB.g2
132,1645415,2114554,0.372494952547654,0.900411634089162,X,FM.g2,FB.g2
2940,5732619,6394451,3.22636862011011,4.26553931421504,X,FM.g2,FB.g2
161,11477843,11649115,10.5738108303018,11.1078832339192,X,FM.g2,FB.g2
6029,22369940,22660268,22.8852703071546,23.5584556870326,X,FM.g2,FB.g2
1885,19983562,20172359,17.8924134741795,18.503097774273,X,FB.g1,FB.g2
