pos1,pos2,nbreak_per_haploid_genome,chrom,rilname
12246823,12246823,2,I,QG3381
2139993,2276898,2,I,QG3383
2402766,2437073,2,I,QG3383
11064843,11064843,2,I,QG3383
11138021,11138101,2,I,QG3383
12514549,12514559,2,I,QG3383
1127153,1216114,2,I,QG3385
9049640,9112122,2,I,QG3385
11777998,11778944,2,I,QG3385
1434604,1561738,2,I,QG3387
2139993,2276898,2,I,QG3387
3290033,3290472,2,I,QG3387
8988710,9007765,2,I,QG3387
11930278,12041006,2,I,QG3387
12643056,12643166,2,I,QG3387
2139993,2276898,2,I,QG3391
1314401,1368025,2,I,QG3392
2009662,2276898,2,I,QG3392
11336008,11336008,2,I,QG3392
2139993,2276898,2,I,QG3394
11930278,11971721,2,I,QG3394
2139993,2276898,2,I,QG3395
11621770,11668623,2,I,QG3395
10248670,10273658,2,I,QG3396
11721209,11732908,2,I,QG3396
12046464,12048156,2,I,QG3396
2139993,2530798,2,I,QG3397
1112345,1120534,2,I,QG3400
1434604,1561738,2,I,QG3403
2139993,2276898,2,I,QG3403
12298858,12298858,2,I,QG3403
1053937,1828979,2,I,QG3404
2009662,2050451,2,I,QG3404
1055773,1061096,2,I,QG3408
1127153,1216114,2,I,QG3408
2139993,2276898,2,I,QG3408
10961536,10962057,2,I,QG3408
11040329,11044948,2,I,QG3408
2139993,2276898,2,I,QG3409
12478098,12610546,2,I,QG3409
1127153,1216114,2,I,QG3410
2009662,2276898,2,I,QG3410
4528670,4528732,2,I,QG3410
11131342,11819693,2,I,QG3410
11927478,11971721,2,I,QG3410
12262223,12296756,2,I,QG3410
1314401,1368025,1,I,QG3412
1511367,1512048,1,I,QG3412
1731283,1731733,2,I,QG3412
2392064,2392103,2,I,QG3412
436633,436633,2,I,QG3414
2020760,2020816,2,I,QG3414
11564589,11574473,2,I,QG3418
11963556,11963556,2,I,QG3418
9572251,9572251,2,I,QG3421
10209224,10215404,2,I,QG3421
10692830,10699917,2,I,QG3421
837768,850260,2,I,QG3427
956835,960483,2,I,QG3427
1007167,1009564,2,I,QG3427
2712030,2712522,1,I,QG3427
7889830,7889830,1,I,QG3427
9662118,9662173,1,I,QG3427
1120765,1126969,2,I,QG3432
1737575,1737580,2,I,QG3432
10737219,10740605,2,I,QG3432
10801963,10801968,2,I,QG3432
11927478,12041006,2,I,QG3432
2166892,2265269,2,I,QG3434
2669398,2828607,2,I,QG3434
10682545,10692830,2,I,QG3434
11950746,12041006,2,I,QG3434
2402766,2520225,2,I,QG3437
2706836,2754019,2,I,QG3437
10726535,10917594,2,I,QG3437
11261860,11261860,2,I,QG3437
12039131,12041241,2,I,QG3437
1737575,1737580,2,I,QG3440
10737219,10740605,2,I,QG3440
10962057,10963022,2,I,QG3440
12257880,12265644,2,I,QG3440
12499288,12499311,2,I,QG3440
484066,499332,2,I,QG3456
2139993,2276898,2,I,QG3456
10221719,10221719,2,I,QG3456
10266443,10266443,2,I,QG3456
1127153,1216114,2,I,QG3457
2139993,2276898,2,I,QG3457
11930278,11971721,2,I,QG3457
11950746,12262108,2,I,QG3457
880037,1022769,2,I,QG3458
1053937,1828979,2,I,QG3458
2139993,2276898,2,I,QG3458
212429,212429,2,I,QG3459
9411054,9432532,2,I,QG3459
12151908,12152614,2,I,QG3459
12172625,12176244,2,I,QG3459
12973830,13019915,2,I,QG3459
13009778,13101498,2,I,QG3459
3139238,3139419,2,I,QG3460
10922245,11041992,2,I,QG3460
11950746,12041006,2,I,QG3460
12386438,12386720,2,I,QG3460
3339665,3412568,2,I,QG3463
3440665,3458653,2,I,QG3463
10022304,10022370,2,I,QG3463
11163698,11163771,2,I,QG3463
528921,528969,2,I,QG3464
1097426,1097426,2,I,QG3464
1127153,1216114,2,I,QG3464
1748266,1748266,2,I,QG3464
2139993,2530798,2,I,QG3464
11341499,11341499,2,I,QG3464
11950746,12262108,2,I,QG3464
12257880,12296756,2,I,QG3464
2139993,2276898,2,I,QG3465
11064041,11085045,2,I,QG3465
11131342,11819693,2,I,QG3465
11930278,11950513,2,I,QG3465
2368123,2368482,2,I,QG3467
3180776,3180948,2,I,QG3467
9834843,9850177,1,I,QG3467
10069596,10080967,1,I,QG3467
11000170,11000170,1,I,QG3467
1314401,1367363,2,I,QG3468
11921828,12040844,2,I,QG3468
9950910,9951277,2,I,QG3469
10181293,10282774,2,I,QG3469
1127153,1216114,1,I,QG3470
10905857,10911830,1,I,QG3470
11927478,11971721,1,I,QG3470
8048876,11131313,2,I,QG3473
12158596,12161317,2,I,QG3473
2342443,2342480,2,I,QG3474
11342679,11387305,2,I,QG3474
11927478,11971721,2,I,QG3474
8932234,8932234,2,I,QG3477
1434604,1561738,2,I,QG3479
2139993,2276898,2,I,QG3479
11621770,11668623,2,I,QG3479
484066,499332,2,I,QG3480
880037,1022769,2,I,QG3480
5533241,5533555,2,I,QG3480
9300397,9307151,2,I,QG3480
11950746,12041006,2,I,QG3480
2009662,2276898,2,I,QG3481
2343359,2372745,2,I,QG3481
10713642,10720106,2,I,QG3481
11800523,11828565,2,I,QG3481
1314401,1368025,2,I,QG3483
3644114,3863818,2,I,QG3483
11131342,11819693,2,I,QG3483
11950746,12262108,2,I,QG3483
880037,1022769,2,I,QG3485
1786251,1786451,2,I,QG3485
10882223,10890237,2,I,QG3488
11930278,11971721,2,I,QG3488
2139993,2530798,2,I,QG3489
11744333,11744435,2,I,QG3489
7501341,7501350,1,I,QG3491
9930721,9930721,2,I,QG3491
11950746,12041241,2,I,QG3491
12048179,12054924,2,I,QG3491
12076236,12085394,2,I,QG3491
11086495,11086495,2,I,QG3492
2402766,2520225,2,I,QG3493
8939460,8957822,2,I,QG3493
10196790,10196811,2,I,QG3493
11927478,11971721,2,I,QG3494
12411483,12411874,2,I,QG3494
10728331,10728331,2,I,QG3495
12076252,12085322,2,I,QG3495
12085546,12090211,2,I,QG3495
12135666,12136505,2,I,QG3495
12334363,12341569,2,I,QG3495
1127153,1180058,2,I,QG3499
1246145,1282101,2,I,QG3499
11354302,11375934,2,I,QG3499
11521740,11522208,2,I,QG3499
11849017,11877851,2,I,QG3499
600564,607849,2,I,QG3500
2505519,2505580,2,I,QG3500
10602485,10602709,2,I,QG3500
10922245,11041992,2,I,QG3500
11131342,11819693,2,I,QG3500
12041241,12055943,2,I,QG3500
11131342,11819693,2,I,QG3502
1561781,1581747,2,I,QG3506
2139993,2276898,2,I,QG3506
10687731,10699917,2,I,QG3506
11950746,12262108,2,I,QG3506
663352,665999,2,I,QG3507
2779743,2780089,2,I,QG3507
9789284,9833596,2,I,QG3507
11706175,11726621,2,I,QG3507
2739232,2739779,2,I,QG3508
10726482,10917568,2,I,QG3508
11082255,11094486,2,I,QG3508
11935190,11935190,2,I,QG3508
11971721,12041241,2,I,QG3508
2342443,2342480,2,I,QG3509
10700354,10701788,2,I,QG3509
11131342,11819693,2,I,QG3509
12517367,12517394,2,I,QG3509
745529,746194,2,I,QG3510
1127153,1216114,2,I,QG3510
2139993,2530798,2,I,QG3510
10655092,10655092,2,I,QG3510
11543027,11547985,2,I,QG3510
8293188,8333513,2,I,QG3511
10960808,10960852,2,I,QG3511
3119885,3122870,2,II,QG3086
13303344,13303376,2,II,QG3086
11774116,11875538,2,II,QG3087
12694870,12694870,2,II,QG3087
12945115,12973330,2,II,QG3087
13012106,13012106,2,II,QG3087
1174318,1230171,2,II,QG3089
2415343,2415865,2,II,QG3089
13129559,13131659,2,II,QG3089
12202406,12202406,2,II,QG3090
12493590,12493836,2,II,QG3090
13437468,13437468,2,II,QG3090
1004608,1017259,2,II,QG3091
2050054,2071075,2,II,QG3091
2139971,2151078,2,II,QG3091
1645464,1658136,2,II,QG3092
2919296,2919881,2,II,QG3092
11814753,11910668,2,II,QG3092
12680095,12849899,2,II,QG3092
787923,809699,2,II,QG3093
10805356,10805622,2,II,QG3093
11665966,12849889,2,II,QG3093
1174318,1229741,2,II,QG3094
1606210,1872826,2,II,QG3094
1317565,1351493,2,II,QG3095
1434632,1434714,2,II,QG3095
1486214,1554556,2,II,QG3095
1605912,1872891,2,II,QG3095
12836411,12849899,2,II,QG3095
11174459,11206669,2,II,QG3096
12808654,12818421,2,II,QG3096
897878,994130,2,II,QG3097
1109522,1129304,2,II,QG3097
1378182,1378182,2,II,QG3097
11665966,12849899,2,II,QG3097
13192249,13232333,2,II,QG3097
12065433,12074641,2,II,QG3100
12354575,12362315,2,II,QG3100
2078826,2079142,2,II,QG3101
1256514,1293179,2,II,QG3102
12481817,12481817,2,II,QG3102
12908301,12915411,2,II,QG3102
2120828,2120830,2,II,QG3103
2585481,2586952,2,II,QG3103
3752057,4148842,2,II,QG3103
1408440,1409366,2,II,QG3104
13020663,13020663,2,II,QG3104
1021184,1032479,2,II,QG3105
11210794,11214473,2,II,QG3105
11814768,11910668,2,II,QG3105
12257606,12257606,2,II,QG3105
12461261,12461335,2,II,QG3105
12737734,12737734,2,II,QG3105
811653,1004584,2,II,QG3106
1073815,1073815,2,II,QG3106
2139971,2151078,2,II,QG3107
11665966,12849899,2,II,QG3107
1833597,4948797,2,II,QG3109
12350797,12357971,2,II,QG3109
415169,415338,2,II,QG3110
12994004,13006585,2,II,QG3110
1756247,8058772,1,II,QG3111
12436236,12437184,2,II,QG3111
897878,994130,2,II,QG3112
11652464,11654243,2,II,QG3112
11774116,11875538,2,II,QG3112
11814753,11910668,2,II,QG3113
1561391,1561510,2,II,QG3114
1684176,1734456,2,II,QG3114
1833762,10161390,2,II,QG3114
12511954,12511958,2,II,QG3114
13192249,13232052,2,II,QG3114
2139032,2139068,2,II,QG3115
3119353,3122870,2,II,QG3115
1062278,1554556,2,II,QG3116
1684104,1734651,2,II,QG3116
2298598,2298976,2,II,QG3116
5922766,6066249,1,II,QG3116
11111972,11214942,1,II,QG3116
11910737,11951868,1,II,QG3116
12244099,12259980,1,II,QG3116
12588449,12588449,2,II,QG3116
2245848,2258218,2,II,QG3117
11814753,11910668,2,II,QG3117
12786972,12786972,2,II,QG3118
1833597,4948917,2,II,QG3119
12644897,12645808,2,II,QG3119
1364889,1369846,2,II,QG3120
1951475,2011694,2,II,QG3120
6074666,6100287,2,II,QG3120
12634145,12634350,2,II,QG3120
2627330,2632191,2,II,QG3121
12088598,12088602,2,II,QG3121
897878,994130,2,II,QG3122
1833597,4948917,2,II,QG3122
11621508,11621586,2,II,QG3122
11814753,11910668,2,II,QG3122
12382269,12392529,2,II,QG3122
12649067,12649067,2,II,QG3122
1491314,1554113,2,II,QG3123
1595004,1595421,2,II,QG3123
12347202,12348962,2,II,QG3123
897878,994130,2,II,QG3124
1363662,1364266,2,II,QG3124
2818348,2819381,2,II,QG3124
11665966,12849899,2,II,QG3124
1486214,1554131,2,II,QG3125
1889354,1932319,2,II,QG3125
1073815,1073815,2,II,QG3126
1142773,1235800,2,II,QG3126
1437109,1437735,2,II,QG3126
11774225,11875485,2,II,QG3126
1605006,1651720,2,II,QG3127
1684104,1734651,2,II,QG3127
11174459,11206669,2,II,QG3127
11697684,11699743,2,II,QG3127
884721,889290,2,II,QG3128
1142773,1172317,2,II,QG3128
1833597,4948917,1,II,QG3128
4949252,10161390,1,II,QG3128
11741873,11803696,2,II,QG3128
13261656,13284227,2,II,QG3128
2002974,2002974,2,II,QG3129
2122089,2122094,2,II,QG3129
2585481,2586965,2,II,QG3129
11665966,12849899,2,II,QG3129
11174459,11206669,2,II,QG3130
12317792,12317954,2,II,QG3130
12440031,12440644,2,II,QG3130
12629467,12638642,2,II,QG3130
4112072,4148863,2,II,QG3132
6658194,6754515,2,II,QG3132
12082772,12082772,2,II,QG3132
897878,994130,2,II,QG3134
1486214,1570451,2,II,QG3134
12362575,12368699,2,II,QG3134
1174318,1230171,2,II,QG3135
1605912,1872891,2,II,QG3135
1889354,1932319,2,II,QG3135
1295515,1316914,2,II,QG3136
2734632,2735225,2,II,QG3136
11656700,11656743,2,II,QG3136
11985891,11985895,2,II,QG3136
12629467,12630504,2,II,QG3136
1398366,1398366,2,II,QG3137
11719702,11741591,2,II,QG3137
12582406,12583472,2,II,QG3138
12629467,12630504,2,II,QG3138
810864,1003448,1,II,QG3139
1521221,1525316,1,II,QG3139
1833597,4948917,2,II,QG3139
10827862,11111597,2,II,QG3139
11665966,12849899,2,II,QG3139
1317565,1351493,2,II,QG3140
9804611,9804611,2,II,QG3140
11174459,11206669,2,II,QG3140
12080220,12089048,2,II,QG3140
1062278,1554556,2,II,QG3141
889406,917804,2,II,QG3143
1505634,1570451,2,II,QG3143
9840242,9840242,2,II,QG3143
11747284,11747928,2,II,QG3143
12267827,12271613,2,II,QG3143
12689561,12689561,2,II,QG3143
1058037,1090202,2,II,QG3144
1153241,1203146,2,II,QG3144
11992040,11993137,2,II,QG3144
1210646,1267476,2,II,QG3145
12360848,12410544,2,II,QG3145
12986128,12988434,2,II,QG3145
13421721,13428217,2,II,QG3145
11479055,11499019,2,II,QG3146
12291524,12291656,2,II,QG3146
12315250,12316130,2,II,QG3146
1159276,1159297,2,II,QG3147
1214843,1214846,2,II,QG3147
1363662,1438804,2,II,QG3147
11213712,11213817,2,II,QG3147
12134428,12149076,1,II,QG3147
12614994,12615501,1,II,QG3147
13017830,13041538,2,II,QG3147
1455923,1455957,2,II,QG3148
2174025,2175071,2,II,QG3148
11591327,11591360,2,II,QG3148
3001591,3001965,2,II,QG3149
3475546,3492478,2,II,QG3149
12126684,12127151,2,II,QG3149
12461582,12461607,2,II,QG3149
12726853,12726880,2,II,QG3149
11098938,11100382,2,II,QG3150
11462239,11464722,2,II,QG3150
12974897,13017719,2,II,QG3150
13155071,13155071,2,II,QG3150
1409401,1409401,2,II,QG3151
12572562,12572608,2,II,QG3151
1749430,1750925,2,II,QG3152
1916389,1951385,2,II,QG3152
2139971,2153663,2,II,QG3152
8297440,8299513,2,II,QG3152
11343879,11344330,2,II,QG3152
12694870,12694870,2,II,QG3152
1484680,1484682,2,II,QG3153
2245848,2278364,2,II,QG3153
3782063,3791291,2,II,QG3153
10139434,10139512,2,II,QG3153
11331571,11344260,2,II,QG3153
12604402,12707223,2,II,QG3153
12710490,12710490,2,II,QG3153
13537086,13537111,2,II,QG3153
3475546,3492478,2,II,QG3154
9874373,9874417,2,II,QG3154
13060412,13060422,2,II,QG3154
11386154,11386154,2,II,QG3155
895858,897693,2,II,QG3156
1275995,1275995,2,II,QG3156
2326527,2399540,2,II,QG3156
11492284,11496228,2,II,QG3156
11875783,11931739,2,II,QG3156
12134428,12149076,2,II,QG3156
1332511,1336240,2,II,QG3157
2063816,2105048,2,II,QG3157
2194092,2204406,2,II,QG3157
11712645,11712813,2,II,QG3157
12152612,12152612,2,II,QG3157
12436236,12436574,2,II,QG3157
12689436,12728677,2,II,QG3157
1216023,1216852,2,II,QG3158
1893023,1893116,2,II,QG3158
1933753,1956440,2,II,QG3158
11445501,11445702,2,II,QG3158
11560667,11560796,2,II,QG3158
13361485,13369588,2,II,QG3158
1210646,1267476,2,II,QG3159
1571352,1605006,2,II,QG3159
1690608,1782253,2,II,QG3159
11958176,11982992,2,II,QG3159
2263649,2264647,2,II,QG3160
3059372,3082748,2,II,QG3160
12836411,12891393,2,II,QG3160
13062788,13062822,2,II,QG3160
1030585,1037420,2,II,QG3161
2245848,2278364,2,II,QG3161
2777745,2781809,2,II,QG3162
13159941,13159941,2,II,QG3162
1210646,1267476,2,II,QG3163
2766910,2767890,2,II,QG3163
12278091,12281199,2,II,QG3163
758085,762007,2,II,QG3164
965316,987940,2,II,QG3164
2222771,2258218,2,II,QG3164
13088975,13089261,2,II,QG3164
13537086,13537111,2,II,QG3164
1070830,1070842,2,II,QG3166
1175419,1175479,2,II,QG3166
1911400,1912847,2,II,QG3166
2167842,2171619,2,II,QG3166
2443635,2443635,2,II,QG3166
2763101,2766645,2,II,QG3166
12266506,12284254,2,II,QG3166
1311995,1316014,2,II,QG3167
2021362,2035392,2,II,QG3167
12237587,12248130,2,II,QG3167
12729293,12865160,2,II,QG3167
13362293,13362293,2,II,QG3167
1833597,1872891,2,II,QG3168
2021362,2035392,2,II,QG3168
2993650,2994522,2,II,QG3168
10243631,10246494,2,II,QG3168
11995961,11996528,2,II,QG3168
12315250,12316130,2,II,QG3168
12637717,12637717,2,II,QG3168
617919,716416,2,II,QG3169
2000654,2000841,2,II,QG3169
11592579,11593668,2,II,QG3169
13155071,13155071,2,II,QG3169
1114910,1115773,2,II,QG3170
6363233,6363357,2,II,QG3170
11923490,11926455,2,II,QG3170
1132692,1132692,2,II,QG3171
2643352,2646075,2,II,QG3171
11368857,11395662,2,II,QG3171
2037865,2048252,2,II,QG3172
2222771,2258218,2,II,QG3172
1198625,1200128,2,II,QG3173
2434947,2436061,2,II,QG3173
1491787,1504521,2,II,QG3174
12163214,12190619,2,II,QG3174
12266506,12284254,2,II,QG3174
11189674,11190013,2,II,QG3175
11484608,11484727,2,II,QG3175
11515736,11516829,2,II,QG3175
12111244,12124212,2,II,QG3175
12862915,12862915,2,II,QG3175
1505634,1554556,2,II,QG3176
3126054,3179204,2,II,QG3176
9339962,9391533,2,II,QG3176
10243631,10246494,2,II,QG3176
11986868,11988398,2,II,QG3176
12585995,12603592,2,II,QG3176
947223,958068,2,II,QG3177
2222771,2258218,2,II,QG3177
2415402,2418480,2,II,QG3177
12534777,12536512,2,II,QG3177
1399363,1399363,2,II,QG3178
2194092,2204406,2,II,QG3178
2278780,2278780,2,II,QG3178
12111244,12124212,2,II,QG3178
758085,761936,2,II,QG3179
1363662,1438804,2,II,QG3179
10811910,10812151,2,II,QG3179
11958176,11971685,2,II,QG3180
12266506,12284254,2,II,QG3180
12604402,12707223,2,II,QG3180
1073815,1074413,2,II,QG3181
12393867,12393867,2,II,QG3181
1210646,1267476,2,II,QG3182
2156926,2167668,2,II,QG3182
12353628,12360918,2,II,QG3182
12354500,12362315,2,II,QG3182
12945115,12973330,2,II,QG3182
2139971,2153663,2,II,QG3183
2222771,2258218,2,II,QG3183
1017259,1020858,2,II,QG3185
1589564,1595421,2,II,QG3185
11266836,11266836,2,II,QG3185
1280421,1293271,2,II,QG3186
11769279,11772449,2,II,QG3186
12677964,12688564,2,II,QG3186
853669,854185,2,II,QG3187
1486214,1554556,2,II,QG3187
2684530,2684533,2,II,QG3187
10721785,10725503,2,II,QG3187
12585995,12594121,2,II,QG3187
13153806,13232347,2,II,QG3187
1966697,1972830,2,II,QG3188
11027043,11027167,2,II,QG3188
12564631,12580626,2,II,QG3188
1322283,1323263,2,II,QG3192
1916389,1951385,2,II,QG3192
1963488,1963492,2,II,QG3192
2763101,2766645,2,II,QG3192
12126169,12127151,2,II,QG3192
12345533,12345533,2,II,QG3192
12580230,12580230,2,II,QG3192
12924645,12924666,2,II,QG3192
8941260,8941568,2,II,QG3193
11988522,11995302,2,II,QG3193
12727664,12745393,2,II,QG3193
12145677,12149076,2,II,QG3194
12644897,12660187,2,II,QG3194
12729293,12865160,2,II,QG3194
1756196,1782253,1,II,QG3196
2399690,2642394,1,II,QG3196
2777745,2781809,1,II,QG3196
12727664,12745393,2,II,QG3196
9075067,9075067,2,II,QG3197
699841,706690,2,II,QG3198
12517440,12519996,2,II,QG3198
12924645,12924645,2,II,QG3198
1455518,1457303,2,II,QG3199
11207450,11207887,2,II,QG3199
13099153,13099246,2,II,QG3199
1153241,1203146,2,II,QG3200
12170249,12170249,2,II,QG3200
12561118,12564437,2,II,QG3200
12818421,12818421,2,II,QG3200
1095164,1096458,2,II,QG3201
11997232,11998345,2,II,QG3201
12984456,12984456,2,II,QG3201
1521668,1521668,2,II,QG3202
12362575,12368699,2,II,QG3202
12729293,12865160,2,II,QG3202
708163,750910,2,II,QG3203
12190739,12222036,2,II,QG3203
12349739,12350436,2,II,QG3203
12899607,12913879,2,II,QG3203
3751891,4094086,2,II,QG3205
11814753,11875538,2,II,QG3205
12836411,12849899,2,II,QG3205
13148432,13190280,2,II,QG3205
13192249,13232333,2,II,QG3205
810864,1004584,2,II,QG3206
11294716,11294743,2,II,QG3206
12354500,12362315,2,II,QG3206
12692643,12692643,2,II,QG3206
1253215,1295556,2,II,QG3207
11814753,11910668,2,II,QG3207
10612760,10700694,2,II,QG3208
13153806,13232347,2,II,QG3208
1317565,1351493,2,II,QG3209
12415975,12416936,2,II,QG3209
1004550,1004550,2,II,QG3211
1091190,1091369,2,II,QG3211
4624600,4624618,2,II,QG3211
12566520,12566520,2,II,QG3211
11665966,12849899,2,II,QG3212
13325108,13325108,2,II,QG3212
13565991,13565991,2,II,QG3212
1408470,1409287,2,II,QG3213
2026599,2026642,2,II,QG3213
11665966,12849899,2,II,QG3213
12993962,13003868,2,II,QG3213
13317702,13317704,2,II,QG3213
708163,750910,2,II,QG3214
875364,875364,2,II,QG3214
1833597,4948917,2,II,QG3214
12238100,12238100,2,II,QG3214
12278091,12281199,2,II,QG3214
12663598,12666296,2,II,QG3214
1802589,1802589,2,II,QG3215
10541266,10541300,2,II,QG3215
11569202,11591620,2,II,QG3215
11931754,11971685,2,II,QG3215
12559900,12564437,2,II,QG3215
1609818,1610328,2,II,QG3217
2749263,2749263,2,II,QG3217
10702459,10702520,2,II,QG3217
11814753,11910668,2,II,QG3217
12680095,12849899,2,II,QG3217
2339986,2339986,2,II,QG3219
1963492,1966406,2,II,QG3220
1658212,1685659,2,II,QG3221
1031108,1032782,2,II,QG3222
1409952,1411151,2,II,QG3222
2975835,2981323,2,II,QG3222
3751353,3751353,2,II,QG3222
12382269,12383697,2,II,QG3222
12565431,12594121,2,II,QG3222
11112116,11174372,2,II,QG3223
11697684,11699743,2,II,QG3223
897878,994130,2,II,QG3224
1605006,1651941,2,II,QG3224
2245848,2258218,2,II,QG3224
11665966,12849899,2,II,QG3224
1129180,1129304,2,II,QG3225
13240076,13260300,2,II,QG3225
13261656,13284227,2,II,QG3225
11302844,11302844,2,II,QG3226
12644897,12645808,2,II,QG3226
1889354,1932319,2,II,QG3227
11400895,11405636,2,II,QG3227
12281279,12290409,2,II,QG3227
12353628,12357853,2,II,QG3227
12490756,12490758,2,II,QG3227
1589159,1589414,2,II,QG3230
9993513,9995420,2,II,QG3230
12559900,12560947,1,II,QG3230
13039219,13039370,1,II,QG3230
13148432,13190280,1,II,QG3230
1463352,1463352,2,II,QG3231
1873822,1874098,2,II,QG3231
2471183,2471747,2,II,QG3231
1940150,1951385,2,II,QG3232
2485052,2485438,2,II,QG3232
3751891,4094086,2,II,QG3232
11814753,11910668,2,II,QG3232
12257695,12257695,2,II,QG3232
12312664,12314588,2,II,QG3232
1889354,1932319,2,II,QG3233
2151640,2167668,2,II,QG3233
11656057,11656080,2,II,QG3233
12311744,12311789,2,II,QG3234
12898384,12901280,2,II,QG3234
12582406,12583472,2,II,QG3235
1747357,1747357,2,II,QG3236
1043431,1050622,2,II,QG3237
2821358,2821382,2,II,QG3237
12613625,12614994,2,II,QG3237
13153806,13232347,2,II,QG3237
810864,1004584,2,II,QG3238
1034209,1034209,2,II,QG3238
1833597,4948917,2,II,QG3238
1833597,4948917,2,II,QG3239
12067981,12080185,2,II,QG3239
12692643,12692643,2,II,QG3239
724267,724267,2,II,QG3240
762007,762007,2,II,QG3240
798279,804780,2,II,QG3240
1486214,1570451,2,II,QG3240
1833597,4948917,2,II,QG3240
647281,698534,2,II,QG3241
708163,750910,2,II,QG3241
1915615,1915643,2,II,QG3241
12461020,12461020,2,II,QG3241
1940150,1951385,2,II,QG3242
1486214,1554556,2,II,QG3243
1936600,1936618,2,II,QG3243
2111485,2121266,2,II,QG3243
2541990,2542413,2,II,QG3243
2831821,2831983,2,II,QG3244
897878,994130,2,II,QG3245
1605006,1651720,2,II,QG3245
6074666,6100287,2,II,QG3245
11622134,11622331,2,II,QG3245
11910737,11922735,2,II,QG3245
13148432,13190280,2,II,QG3245
1059059,1059065,2,II,QG3246
11680252,11684586,2,II,QG3246
12076726,12080185,2,II,QG3246
795584,804672,2,II,QG3248
1963492,1966406,2,II,QG3248
1195485,1195736,2,II,QG3249
11665966,12849899,2,II,QG3249
13148432,13190280,2,II,QG3249
1833597,4948917,2,II,QG3250
12076726,12080185,2,II,QG3250
12945115,12973330,2,II,QG3250
13565991,13565991,2,II,QG3250
1623178,1623583,2,II,QG3251
1454500,1454619,2,II,QG3252
11665966,12849899,2,II,QG3252
13148432,13190280,2,II,QG3252
13317704,13317704,2,II,QG3252
657626,657626,2,II,QG3254
798279,804780,2,II,QG3254
1889354,1932319,2,II,QG3255
4655839,4660625,2,II,QG3255
3816135,3886754,2,II,QG3256
1062278,1554556,2,II,QG3257
1940150,1951385,2,II,QG3257
2245848,2258218,2,II,QG3257
4020789,4020905,2,II,QG3257
10827862,11111597,2,II,QG3257
11665966,12849899,2,II,QG3257
1819571,1833481,2,II,QG3258
787923,794573,2,II,QG3261
1833597,4948917,2,II,QG3261
11682294,11682294,2,II,QG3261
2821358,2821382,2,II,QG3262
11125954,11126050,2,II,QG3262
11636844,11636858,2,II,QG3262
11964752,11968098,2,II,QG3262
12195227,12195333,2,II,QG3263
12394632,12406052,2,II,QG3263
1684104,1734651,2,II,QG3264
1833597,4948917,2,II,QG3264
11055463,11055470,2,II,QG3265
12218918,12218923,2,II,QG3265
12382269,12392529,2,II,QG3265
1453007,1472640,2,II,QG3266
11174459,11206669,2,II,QG3266
1548730,1548785,2,II,QG3267
1561534,1561576,2,II,QG3267
1802589,1802589,2,II,QG3267
322859,322859,2,II,QG3268
2116620,2116957,2,II,QG3268
12836411,12891393,2,II,QG3268
12960266,12961292,2,II,QG3268
12988506,12988640,2,II,QG3268
13153806,13232347,2,II,QG3268
13422473,13422473,2,II,QG3268
11562630,11562743,2,II,QG3269
12404586,12448409,2,II,QG3270
12899607,12913879,2,II,QG3270
752304,761936,2,II,QG3271
1153241,1203146,2,II,QG3271
12315250,12316130,2,II,QG3271
12534777,12536512,2,II,QG3271
1031108,1037420,2,II,QG3272
1463946,1463973,2,II,QG3272
2336287,2336467,2,II,QG3272
3776121,3782060,2,II,QG3272
11875783,11931739,2,II,QG3272
12479385,12480150,2,II,QG3272
1253215,1295556,2,II,QG3273
1840557,1841104,2,II,QG3274
2099339,2099427,2,II,QG3274
11875783,11931739,2,II,QG3274
12126169,12127151,2,II,QG3274
12808654,12835698,2,II,QG3274
1311995,1316014,2,II,QG3275
2801904,2807345,2,II,QG3275
12514637,12514639,2,II,QG3275
12149671,12194849,2,II,QG3276
12287096,12290409,2,II,QG3276
627948,675071,2,II,QG3277
11058507,11058546,2,II,QG3277
12604402,12707223,2,II,QG3277
12689436,12728677,2,II,QG3277
1604996,1605006,2,II,QG3278
3331887,3332030,1,II,QG3278
8269972,8272487,1,II,QG3278
9075067,9075067,1,II,QG3278
10949804,10949896,1,II,QG3278
1198625,1200128,2,II,QG3280
2399690,2642394,2,II,QG3280
12314588,12315272,2,II,QG3281
12865673,12871960,2,II,QG3281
1447160,1451785,2,II,QG3282
1605006,1651941,2,II,QG3282
12486581,12487019,2,II,QG3282
12564631,12580626,2,II,QG3282
1058037,1073359,2,II,QG3283
1505634,1554556,2,II,QG3283
2649057,2649450,2,II,QG3283
2981344,3006548,2,II,QG3283
1377860,1377989,2,II,QG3284
1756196,1782152,2,II,QG3284
2203648,2203648,2,II,QG3284
12526563,12526633,2,II,QG3284
12604402,12707223,2,II,QG3284
1903069,1917764,2,II,QG3285
9626363,9821308,2,II,QG3285
1004608,1017259,1,II,QG3288
1338578,1338578,1,II,QG3288
2139971,2153663,2,II,QG3288
11071367,11111972,2,II,QG3288
11731554,11731594,2,II,QG3288
965316,987940,2,II,QG3289
11958176,11982992,2,II,QG3289
12145677,12162477,2,II,QG3289
12831874,12831874,2,II,QG3289
12945115,12973330,2,II,QG3289
1461195,1474954,2,II,QG3290
4256337,4265513,2,II,QG3290
1363662,1438804,2,II,QG3294
